entrez_gene_symbol	gene_long_name	interaction_claim_source	interaction_types	drug_name	drug_primary_name
HRH4	histamine receptor H4	DrugBank	antagonist	DB00363	CLOZAPINE
HRH4	histamine receptor H4	DrugBank	agonist	DB00667	HISTAMINE PHOSPHATE
HRH4	histamine receptor H4	TdgClinicalTrial	n/a	CLOZAPINE	CLOZAPINE
HRH4	histamine receptor H4	TdgClinicalTrial	n/a	REV131	REV131
HRH4	histamine receptor H4	TEND	n/a	CLOZAPINE	CLOZAPINE
HRH4	histamine receptor H4	GuideToPharmacologyInteractions	n/a	1277	JNJ-10191584
HRH4	histamine receptor H4	GuideToPharmacologyInteractions	n/a	1242	<I>N</I>-METHYLHISTAMINE
HRH4	histamine receptor H4	GuideToPharmacologyInteractions	n/a	1272	CCL16
HRH4	histamine receptor H4	GuideToPharmacologyInteractions	n/a	1268	2-METHYLHISTAMINE
HRH4	histamine receptor H4	GuideToPharmacologyInteractions	n/a	1269	4-METHYLHISTAMINE
HRH4	histamine receptor H4	GuideToPharmacologyInteractions	n/a	1276	IMPROGAN
HRH4	histamine receptor H4	GuideToPharmacologyInteractions	n/a	1204	HISTAMINE
HRH4	histamine receptor H4	GuideToPharmacologyInteractions	n/a	1248	DIMAPRIT
HRH4	histamine receptor H4	GuideToPharmacologyInteractions	n/a	1251	IMMEPIP
HRH4	histamine receptor H4	GuideToPharmacologyInteractions	n/a	1273	HTMT
HRH4	histamine receptor H4	GuideToPharmacologyInteractions	n/a	1250	IMETIT
HRH4	histamine receptor H4	GuideToPharmacologyInteractions	n/a	1271	<I>N</I>-ETHYLHISTAMINE
HRH4	histamine receptor H4	GuideToPharmacologyInteractions	n/a	1239	<I>N</I>-&ALPHA;-METHYLHISTAMINE
HRH4	histamine receptor H4	GuideToPharmacologyInteractions	n/a	1247	[<SUP>3</SUP>H]HISTAMINE
HRH4	histamine receptor H4	GuideToPharmacologyInteractions	n/a	1238	(<I>S</I>)-&ALPHA;-METHYLHISTAMINE
HRH4	histamine receptor H4	GuideToPharmacologyInteractions	n/a	1270	<I>N,N</I>-DIMETHYLHISTAMINE
HRH4	histamine receptor H4	GuideToPharmacologyInteractions	n/a	1241	<I>N</I>-[<SUP>3</SUP>H]METHYLHISTAMINE
HRH4	histamine receptor H4	GuideToPharmacologyInteractions	n/a	1236	(<I>R</I>)-&ALPHA;-METHYLHISTAMINE
HRH4	histamine receptor H4	GuideToPharmacologyInteractions	n/a	1275	[<SUP>125</SUP>I]CCL16 (HUMAN)
HRH4	histamine receptor H4	GuideToPharmacologyInteractions	n/a	1254	METHIMEPIP
HRH4	histamine receptor H4	GuideToPharmacologyInteractions	n/a	1229	BURIMAMIDE
HRH4	histamine receptor H4	GuideToPharmacologyInteractions	n/a	1274	VUF 8430
HRH4	histamine receptor H4	GuideToPharmacologyInteractions	n/a	1237	[<SUP>3</SUP>H](<I>R</I>)-&ALPHA;-METHYLHISTAMINE
HRH4	histamine receptor H4	GuideToPharmacologyInteractions	n/a	1223	CLOBENPROPIT
HRH4	histamine receptor H4	GuideToPharmacologyInteractions	n/a	1226	IMPROMIDINE
HRH4	histamine receptor H4	GuideToPharmacologyInteractions	n/a	38	CLOZAPINE
HRH4	histamine receptor H4	GuideToPharmacologyInteractions	n/a	1265	CIPROXIFAN
HRH4	histamine receptor H4	GuideToPharmacologyInteractions	n/a	1266	IODOPHENPROPIT
HRH4	histamine receptor H4	GuideToPharmacologyInteractions	n/a	1267	THIOPERAMIDE
HRH4	histamine receptor H4	GuideToPharmacologyInteractions	n/a	1278	JNJ 7777120
HRH4	histamine receptor H4	GuideToPharmacologyInteractions	n/a	1279	[<SUP>3</SUP>H]JNJ 7777120
HRH4	histamine receptor H4	GuideToPharmacologyInteractions	n/a	1220	[<SUP>3</SUP>H]PYRILAMINE
HRH4	histamine receptor H4	GuideToPharmacologyInteractions	n/a	1194	2-(3-BROMOPHENYL)HISTAMINE
PDE8A	phosphodiesterase 8A	GuideToPharmacologyInteractions	n/a	4807	DIPYRIDAMOLE
PDE8A	phosphodiesterase 8A	DrugBank	n/a	DB07954	3-ISOBUTYL-1-METHYLXANTHINE
PDE8A	phosphodiesterase 8A	DrugBank	inhibitor	DB00920	KETOTIFEN
HIF1AN	hypoxia inducible factor 1, alpha subunit inhibitor	DrugBank	n/a	DB08263	N-(CARBOXYCARBONYL)-D-PHENYLALANINE
HIF1AN	hypoxia inducible factor 1, alpha subunit inhibitor	DrugBank	n/a	DB01694	D-TARTARIC ACID
NAT1	N-acetyltransferase 1 (arylamine N-acetyltransferase)	PharmGKB	n/a	PA450125	ISOSORBIDE DINITRATE
NAT1	N-acetyltransferase 1 (arylamine N-acetyltransferase)	PharmGKB	n/a	PA451182	PYRAZINAMIDE
NAT1	N-acetyltransferase 1 (arylamine N-acetyltransferase)	PharmGKB	n/a	PA450112	ISONIAZID
NAT1	N-acetyltransferase 1 (arylamine N-acetyltransferase)	PharmGKB	n/a	PA451250	RIFAMPIN
NAT1	N-acetyltransferase 1 (arylamine N-acetyltransferase)	PharmGKB	n/a	PA449894	HYDRALAZINE
CAMP	cathelicidin antimicrobial peptide	DrugBank	n/a	DB02345	SELENOCYSTEINE
GOT1	glutamic-oxaloacetic transaminase 1, soluble (aspartate aminotransferase 1)	DrugBank	n/a	DB00151	L-CYSTEINE
GOT1	glutamic-oxaloacetic transaminase 1, soluble (aspartate aminotransferase 1)	DrugBank	n/a	DB04299	MALEIC ACID
GOT1	glutamic-oxaloacetic transaminase 1, soluble (aspartate aminotransferase 1)	DrugBank	n/a	DB00142	L-GLUTAMIC ACID
GOT1	glutamic-oxaloacetic transaminase 1, soluble (aspartate aminotransferase 1)	DrugBank	activator	DB00114	PYRIDOXAL PHOSPHATE
GOT1	glutamic-oxaloacetic transaminase 1, soluble (aspartate aminotransferase 1)	DrugBank	n/a	DB00128	L-ASPARTIC ACID
ZBTB42	zinc finger and BTB domain containing 42	PharmGKB	n/a	PA451257	RISPERIDONE
PGGT1B	protein geranylgeranyltransferase type I, beta subunit	DrugBank	n/a	DB07227	4-[(5-{[4-(3-CHLOROPHENYL)-3-OXOPIPERAZIN-1-YL]METHYL}-1H-IMIDAZOL-1-YL)METHYL]BENZONITRILE
PGGT1B	protein geranylgeranyltransferase type I, beta subunit	DrugBank	n/a	DB08180	2-[METHYL-(5-GERANYL-4-METHYL-PENT-3-ENYL)-AMINO]-ETHYL-DIPHOSPHATE
PGGT1B	protein geranylgeranyltransferase type I, beta subunit	DrugBank	n/a	DB07841	GERANYLGERANYL DIPHOSPHATE
PGGT1B	protein geranylgeranyltransferase type I, beta subunit	TdgClinicalTrial	n/a	GGTI-2418	GGTI-2418
HADH	hydroxyacyl-CoA dehydrogenase	DrugBank	n/a	DB00157	NADH
HADH	hydroxyacyl-CoA dehydrogenase	DrugBank	n/a	DB01907	NICOTINAMIDE-ADENINE-DINUCLEOTIDE
HADH	hydroxyacyl-CoA dehydrogenase	DrugBank	n/a	DB03059	ACETOACETYL-COENZYME A
HADH	hydroxyacyl-CoA dehydrogenase	DrugBank	n/a	DB03612	3-HYDROXYBUTYRYL-COENZYME A
CASR	calcium-sensing receptor	DrugBank	agonist	DB01012	CINACALCET
CASR	calcium-sensing receptor	TdgClinicalTrial	n/a	CINACALCET	CINACALCET
CASR	calcium-sensing receptor	TdgClinicalTrial	n/a	NPS-2143	NPS-2143
CASR	calcium-sensing receptor	TdgClinicalTrial	n/a	RONACALERET	RONACALERET
CASR	calcium-sensing receptor	TdgClinicalTrial	n/a	STRONTIUM RANELATE	STRONTIUM RANELATE
CASR	calcium-sensing receptor	TEND	n/a	CINACALCET	CINACALCET
CASR	calcium-sensing receptor	TTD	antagonist	DCL000630	RONACALERET
CASR	calcium-sensing receptor	TTD	agonist	DAP000256	CINACALCET
CASR	calcium-sensing receptor	GuideToPharmacologyInteractions	n/a	714	CALHEX 231
CASR	calcium-sensing receptor	GuideToPharmacologyInteractions	n/a	707	CA<SUP>2+</SUP>
CASR	calcium-sensing receptor	GuideToPharmacologyInteractions	n/a	710	SPERMINE
CASR	calcium-sensing receptor	GuideToPharmacologyInteractions	n/a	718	TECALCET
CASR	calcium-sensing receptor	GuideToPharmacologyInteractions	n/a	3947	AC265347
CASR	calcium-sensing receptor	GuideToPharmacologyInteractions	n/a	716	NPS 2143
CASR	calcium-sensing receptor	GuideToPharmacologyInteractions	n/a	719	CALINDOL
CASR	calcium-sensing receptor	GuideToPharmacologyInteractions	n/a	719	CALINDOL
CASR	calcium-sensing receptor	GuideToPharmacologyInteractions	n/a	3308	CINACALCET
CASR	calcium-sensing receptor	GuideToPharmacologyInteractions	n/a	717	L-TRYPTOPHAN
CASR	calcium-sensing receptor	GuideToPharmacologyInteractions	n/a	713	2-METHYL-3-PHENETHYL-3H-PYRIMIDIN-4-ONE
CASR	calcium-sensing receptor	GuideToPharmacologyInteractions	n/a	712	COMPOUND (S)-3H [PMID:15686947]
ESRRB	estrogen-related receptor beta	GuideToPharmacologyInteractions	n/a	2828	DAIDZEIN
ESRRB	estrogen-related receptor beta	GuideToPharmacologyInteractions	n/a	2829	BIOCHANIN A
ESRRB	estrogen-related receptor beta	GuideToPharmacologyInteractions	n/a	2826	GENISTEIN
ESRRB	estrogen-related receptor beta	GuideToPharmacologyInteractions	n/a	2834	DY131
ESRRB	estrogen-related receptor beta	GuideToPharmacologyInteractions	n/a	2801	DIETHYLSTILBESTROL
KCNA7	potassium voltage-gated channel, shaker-related subfamily, member 7	GuideToPharmacologyInteractions	n/a	2560	FLECAINIDE
KCNA7	potassium voltage-gated channel, shaker-related subfamily, member 7	GuideToPharmacologyInteractions	n/a	2566	AMIODARONE
KCNA7	potassium voltage-gated channel, shaker-related subfamily, member 7	GuideToPharmacologyInteractions	n/a	2406	VERAPAMIL
KCNA7	potassium voltage-gated channel, shaker-related subfamily, member 7	GuideToPharmacologyInteractions	n/a	2342	QUINIDINE
KCNA7	potassium voltage-gated channel, shaker-related subfamily, member 7	GuideToPharmacologyInteractions	n/a	2343	TETRAETHYLAMMONIUM
AQP1	aquaporin 1 (Colton blood group)	DrugBank	inhibitor	DB00819	ACETAZOLAMIDE
AQP1	aquaporin 1 (Colton blood group)	GuideToPharmacologyInteractions	n/a	2343	TETRAETHYLAMMONIUM
AQP1	aquaporin 1 (Colton blood group)	GuideToPharmacologyInteractions	n/a	4126	AG<SUP>+</SUP>
AQP1	aquaporin 1 (Colton blood group)	GuideToPharmacologyInteractions	n/a	2347	CGMP
AQP1	aquaporin 1 (Colton blood group)	GuideToPharmacologyInteractions	n/a	4215	HG<SUP>2+</SUP>
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	DrugBank	antagonist	DB00398	SORAFENIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	DrugBank	antagonist	DB01254	DASATINIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	DrugBank	antagonist	DB01268	SUNITINIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	DrugBank	n/a	DB00102	BECAPLERMIN
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	DrugBank	antagonist	DB00619	IMATINIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	GuideToPharmacologyInteractions	n/a	5705	VATALANIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	GuideToPharmacologyInteractions	n/a	6021	PDGF RTK INHIBITOR
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	GuideToPharmacologyInteractions	n/a	5918	AGL 2043
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	GuideToPharmacologyInteractions	n/a	7882	CRENOLANIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	GuideToPharmacologyInteractions	n/a	5664	CEDIRANIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	GuideToPharmacologyInteractions	n/a	5971	FLT-3 INHIBITOR II
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	GuideToPharmacologyInteractions	n/a	5962	DOVITINIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	GuideToPharmacologyInteractions	n/a	5656	MASITINIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	GuideToPharmacologyInteractions	n/a	5657	LINIFANIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	GuideToPharmacologyInteractions	n/a	5982	GTP-14564
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	GuideToPharmacologyInteractions	n/a	7649	LUCITANIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	GuideToPharmacologyInteractions	n/a	6019	PDGF RECEPTOR TYROSINE KINASE INHIBITOR III
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	GuideToPharmacologyInteractions	n/a	5936	NINTEDANIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	GuideToPharmacologyInteractions	n/a	7816	ORANTINIB 
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	GuideToPharmacologyInteractions	n/a	6020	PDGF RECEPTOR TYROSINE KINASE INHIBITOR IV
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	GuideToPharmacologyInteractions	n/a	5713	SUNITINIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	GuideToPharmacologyInteractions	n/a	6043	SU11652
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TEND	n/a	IMATINIB	IMATINIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TEND	n/a	BECAPLERMIN	BECAPLERMIN
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TEND	n/a	SORAFENIB	SORAFENIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TEND	n/a	SUNITINIB	SUNITINIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TEND	n/a	DASATINIB	DASATINIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	MyCancerGenomeClinicalTrial	inhibitor	SORAFENIB TOSYLATE	SORAFENIB TOSYLATE
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	MyCancerGenomeClinicalTrial	inhibitor	DASATINIB	DASATINIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	MyCancerGenomeClinicalTrial	inhibitor	SORAFENIB TOSYLATE	SORAFENIB TOSYLATE
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	MyCancerGenomeClinicalTrial	inhibitor	NILOTINIB	NILOTINIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	MyCancerGenomeClinicalTrial	inhibitor	MASITINIB	MASITINIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	MyCancerGenomeClinicalTrial	inhibitor	DASATINIB	DASATINIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	MyCancerGenomeClinicalTrial	inhibitor	SORAFENIB	SORAFENIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	MyCancerGenomeClinicalTrial	inhibitor	SORAFENIB	SORAFENIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	MyCancerGenomeClinicalTrial	inhibitor	SORAFENIB	SORAFENIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	MyCancerGenomeClinicalTrial	inhibitor	REGORAFENIB	REGORAFENIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	MyCancerGenomeClinicalTrial	inhibitor	PAZOPANIB	PAZOPANIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	MyCancerGenomeClinicalTrial	inhibitor	SORAFENIB TOSYLATE	SORAFENIB TOSYLATE
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	MyCancerGenomeClinicalTrial	inhibitor	DASATINIB	DASATINIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	MyCancerGenomeClinicalTrial	inhibitor	PAZOPANIB	PAZOPANIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	MyCancerGenomeClinicalTrial	inhibitor	SORAFENIB	SORAFENIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	MyCancerGenomeClinicalTrial	inhibitor	PAZOPANIB	PAZOPANIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TdgClinicalTrial	n/a	XL820	XL820
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TdgClinicalTrial	n/a	MOTESANIB	MOTESANIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TdgClinicalTrial	n/a	DASATINIB	DASATINIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TdgClinicalTrial	n/a	AMUVATINIB	AMUVATINIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TdgClinicalTrial	n/a	LENVATINIB	LENVATINIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TdgClinicalTrial	n/a	BECAPLERMIN	BECAPLERMIN
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TdgClinicalTrial	n/a	SORAFENIB	SORAFENIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TdgClinicalTrial	n/a	AXITINIB	AXITINIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TdgClinicalTrial	n/a	XL999	XL999
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TdgClinicalTrial	n/a	E-10030	E-10030
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TdgClinicalTrial	n/a	PDGF-BB	PDGF-BB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TdgClinicalTrial	n/a	LINIFANIB	LINIFANIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TdgClinicalTrial	n/a	SUNITINIB	SUNITINIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TdgClinicalTrial	n/a	IMATINIB	IMATINIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TdgClinicalTrial	n/a	NINTEDANIB	NINTEDANIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TdgClinicalTrial	n/a	DOVITINIB	DOVITINIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TdgClinicalTrial	n/a	PLATELET-DERIVED GROWTH FACTOR (PDGF)	PLATELET-DERIVED GROWTH FACTOR (PDGF)
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TdgClinicalTrial	n/a	VATALANIB	VATALANIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TdgClinicalTrial	n/a	TELATINIB	TELATINIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TdgClinicalTrial	n/a	MASITINIB	MASITINIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TdgClinicalTrial	n/a	VATALANIB	VATALANIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TALC	inhibitor	IMATINIB	IMATINIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TALC	inhibitor	DOVITINIB	DOVITINIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TALC	inhibitor	TSU-68	TSU-68
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TALC	inhibitor	AMUVATINIB	AMUVATINIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TALC	inhibitor	DASATINIB	DASATINIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TALC	inhibitor	TELATINIB	TELATINIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TALC	inhibitor	SORAFENIB	SORAFENIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TALC	inhibitor	CEDIRANIB	CEDIRANIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TALC	inhibitor	SUNITINIB	SUNITINIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TALC	inhibitor	PAZOPANIB	PAZOPANIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TALC	inhibitor	LINIFANIB	LINIFANIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TALC	inhibitor	AXITINIB	AXITINIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TALC	inhibitor	MOTESANIB	MOTESANIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TALC	inhibitor	VARGATEF	VARGATEF
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TALC	inhibitor	VATALANIB	VATALANIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TALC	inhibitor	REGORAFENIB	REGORAFENIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TALC	inhibitor	XL999	XL999
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	TALC	inhibitor	XL820	XL820
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	MyCancerGenome	inhibitor	SUNITINIB	SUNITINIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	MyCancerGenome	inhibitor	AXITINIB	AXITINIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	MyCancerGenome	inhibitor	PAZOPANIB	PAZOPANIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	MyCancerGenome	inhibitor	MOTESANIB	MOTESANIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	MyCancerGenome	inhibitor	LINIFANIB	LINIFANIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	MyCancerGenome	inhibitor	TANDUTINIB	TANDUTINIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	MyCancerGenome	inhibitor	X-82	X-82
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	MyCancerGenome	inhibitor	NINTEDANIB	NINTEDANIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	MyCancerGenome	inhibitor	XL820	XL820
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	MyCancerGenome	inhibitor	SORAFENIB	SORAFENIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	MyCancerGenome	inhibitor	TELATINIB	TELATINIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	MyCancerGenome	inhibitor	REGORAFENIB	REGORAFENIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	MyCancerGenome	inhibitor	ORANTINIB	ORANTINIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	ClearityFoundationClinicalTrial	n/a	NINTEDANIB	NINTEDANIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	ClearityFoundationClinicalTrial	n/a	PAZOPANI	PAZOPANI
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	ClearityFoundationClinicalTrial	n/a	PAZOPANI	PAZOPANI
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	ClearityFoundationClinicalTrial	n/a	SORAFENIB	SORAFENIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	ClearityFoundationClinicalTrial	n/a	NINTEDANIB	NINTEDANIB
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	ClearityFoundationClinicalTrial	n/a	PAZOPANI	PAZOPANI
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	ClearityFoundationClinicalTrial	n/a	PAZOPANI	PAZOPANI
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	ClearityFoundationClinicalTrial	n/a	DOVITINIB	DOVITINIB
GRIK2	glutamate receptor, ionotropic, kainate 2	TdgClinicalTrial	n/a	SECOBARBITAL	SECOBARBITAL
GRIK2	glutamate receptor, ionotropic, kainate 2	TdgClinicalTrial	n/a	BUTALBITAL	BUTALBITAL
GRIK2	glutamate receptor, ionotropic, kainate 2	TdgClinicalTrial	n/a	BUTABARBITAL	BUTABARBITAL
GRIK2	glutamate receptor, ionotropic, kainate 2	TdgClinicalTrial	n/a	TALBUTAL	TALBUTAL
GRIK2	glutamate receptor, ionotropic, kainate 2	TdgClinicalTrial	n/a	THIOPENTAL	THIOPENTAL
GRIK2	glutamate receptor, ionotropic, kainate 2	TdgClinicalTrial	n/a	BUTETHAL	BUTETHAL
GRIK2	glutamate receptor, ionotropic, kainate 2	TdgClinicalTrial	n/a	HEXOBARBITAL	HEXOBARBITAL
GRIK2	glutamate receptor, ionotropic, kainate 2	TdgClinicalTrial	n/a	TEZAMPANEL	TEZAMPANEL
GRIK2	glutamate receptor, ionotropic, kainate 2	TdgClinicalTrial	n/a	METHARBITAL	METHARBITAL
GRIK2	glutamate receptor, ionotropic, kainate 2	TdgClinicalTrial	n/a	PRIMIDONE	PRIMIDONE
GRIK2	glutamate receptor, ionotropic, kainate 2	TdgClinicalTrial	n/a	PENTOBARBITAL	PENTOBARBITAL
GRIK2	glutamate receptor, ionotropic, kainate 2	TdgClinicalTrial	n/a	METHYLPHENOBARBITAL	METHYLPHENOBARBITAL
GRIK2	glutamate receptor, ionotropic, kainate 2	TdgClinicalTrial	n/a	PHENOBARBITAL	PHENOBARBITAL
GRIK2	glutamate receptor, ionotropic, kainate 2	TEND	n/a	SECOBARBITAL	SECOBARBITAL
GRIK2	glutamate receptor, ionotropic, kainate 2	TEND	n/a	METHYLPHENOBARBITAL	METHYLPHENOBARBITAL
GRIK2	glutamate receptor, ionotropic, kainate 2	TEND	n/a	THIOPENTAL	THIOPENTAL
GRIK2	glutamate receptor, ionotropic, kainate 2	TEND	n/a	TALBUTAL	TALBUTAL
GRIK2	glutamate receptor, ionotropic, kainate 2	TEND	n/a	BUTALBITAL	BUTALBITAL
GRIK2	glutamate receptor, ionotropic, kainate 2	TEND	n/a	BUTABARBITAL	BUTABARBITAL
GRIK2	glutamate receptor, ionotropic, kainate 2	TEND	n/a	PHENOBARBITAL	PHENOBARBITAL
GRIK2	glutamate receptor, ionotropic, kainate 2	TEND	n/a	PRIMIDONE	PRIMIDONE
GRIK2	glutamate receptor, ionotropic, kainate 2	TEND	n/a	BUTETHAL	BUTETHAL
GRIK2	glutamate receptor, ionotropic, kainate 2	TEND	n/a	PENTOBARBITAL	PENTOBARBITAL
GRIK2	glutamate receptor, ionotropic, kainate 2	TEND	n/a	METHARBITAL	METHARBITAL
GRIK2	glutamate receptor, ionotropic, kainate 2	TEND	n/a	HEXOBARBITAL	HEXOBARBITAL
GRIK2	glutamate receptor, ionotropic, kainate 2	DrugBank	antagonist	DB00463	METHARBITAL
GRIK2	glutamate receptor, ionotropic, kainate 2	DrugBank	n/a	DB00142	L-GLUTAMIC ACID
GRIK2	glutamate receptor, ionotropic, kainate 2	DrugBank	antagonist	DB00599	THIOPENTAL
GRIK2	glutamate receptor, ionotropic, kainate 2	DrugBank	antagonist	DB01352	APROBARBITAL
GRIK2	glutamate receptor, ionotropic, kainate 2	DrugBank	antagonist	DB00241	BUTALBITAL
GRIK2	glutamate receptor, ionotropic, kainate 2	DrugBank	n/a	DB02852	DOMOIC ACID
GRIK2	glutamate receptor, ionotropic, kainate 2	DrugBank	antagonist	DB01351	AMOBARBITAL
GRIK2	glutamate receptor, ionotropic, kainate 2	DrugBank	antagonist	DB00306	TALBUTAL
GRIK2	glutamate receptor, ionotropic, kainate 2	DrugBank	antagonist	DB01353	BUTETHAL
GRIK2	glutamate receptor, ionotropic, kainate 2	DrugBank	n/a	DB02999	QUISQUALATE
GRIK2	glutamate receptor, ionotropic, kainate 2	DrugBank	antagonist	DB00237	BUTABARBITAL
GRIK2	glutamate receptor, ionotropic, kainate 2	DrugBank	antagonist	DB00849	METHYLPHENOBARBITAL
GRIK2	glutamate receptor, ionotropic, kainate 2	DrugBank	antagonist	DB01355	HEXOBARBITAL
GRIK2	glutamate receptor, ionotropic, kainate 2	DrugBank	antagonist	DB00794	PRIMIDONE
GRIK2	glutamate receptor, ionotropic, kainate 2	DrugBank	antagonist	DB00312	PENTOBARBITAL
GRIK2	glutamate receptor, ionotropic, kainate 2	DrugBank	n/a	DB03425	2S,4R-4-METHYLGLUTAMATE
GRIK2	glutamate receptor, ionotropic, kainate 2	DrugBank	antagonist	DB00418	SECOBARBITAL
GRIK2	glutamate receptor, ionotropic, kainate 2	DrugBank	antagonist	DB01174	PHENOBARBITAL
